conversation_id,id,text,author_id,created_at,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count
1498652708802342913,1498656460422713346,"@ua_industrial Widzę, że #Piorun będzie w akcji.",271803410,2022-03-01T13:48:38.000Z,0,0,0,1
1498650805724921857,1498650805724921857,"Może ktoś rozpoznać co to za MANPADS
https://t.co/oQBVKmC05i
@MikeLimaDBA
#piorun
#manpads",1320673292966125568,2022-03-01T13:26:10.000Z,1,0,1,0
1498618943610699779,1498618943610699779,"Kolejne dwa 🇷🇺 śmigłowce zestrzelone przez 🇺🇦‼️

W kotle imienia Stalina w piekle musi się robić ciasno 🤔

#UkraineUnderAttack #FckPutin #WARINUKRAINE #Piorun #Stingers https://t.co/jEcuboL4lb",1437052564038721540,2022-03-01T11:19:33.000Z,0,0,5,0
1498189697566322689,1498189697566322689,"Wczoraj @szymbor poinformował, że 50% zestrzeleń rosyjskich samolotów i śmigłowców to zasługa manpad'a PPZR #Piorun produkcji polskiej @PGZ_pl. Jeśli to prawda, to możemy być bardzo dumni! 🇵🇱
#Ukraina #PomocDlaUkrainy #Polska",1424792834205437956,2022-02-28T06:53:53.000Z,0,0,0,0
1497902147253551112,1497902147253551112,RT @Defence24pl: Polski system przeciwlotniczy trafi za ocean. Pierwszy kontrakt eksportowy #Piorun #MANPADS #USA @Defence24pl @PGZ_MESKO_S…,1491530651987857419,2022-02-27T11:51:16.000Z,81,0,0,0
1497690226927538187,1497690226927538187,"RT @edek_antyPO: Ukraina pokazała,że jest zdolna oprzeć się potędze militarnej Rosji. Czy wytrwa,czy zwycięży teraz zależ od tego czy świat…",1343990479826915333,2022-02-26T21:49:10.000Z,3,0,0,0
1497684123502186500,1497684123502186500,"Ukraina pokazała,że jest zdolna oprzeć się potędze militarnej Rosji. Czy wytrwa,czy zwycięży teraz zależ od tego czy świat natychmiast wesprze technicznie, zasobami, paliwami Ukrainę. Rosja ma po prostu większe zasoby a i tak jest na dobrej drodze aby dostać w okrężnicę z #PIORUN",1907164884,2022-02-26T21:24:55.000Z,3,2,10,0
1497655504549531651,1497656183443894273,@Bart_Wielinski A może słowiański #Piorun lub #Grom? :) https://t.co/s9XjtRf46Z,60775432,2022-02-26T19:33:53.000Z,0,0,1,0
1497548322067730432,1497556193799073797,"@PremierRP @MorawieckiM Jeśli mamy nie być następni czas się zbroić
 na początku #pirat #pustelnik #karabela #otokarbrzoza #wre #sona #piorun #borsuk #narew, tym się nie pochwali rzad na paradach jak Abramsami ale wzmocni polska obronne",1020051470094340098,2022-02-26T12:56:34.000Z,0,0,0,0
1500077332639404033,1500077332639404033,RT @pisorgpl: Premier @MorawieckiM w #Rzeszów: Zjednoczona i silna Europa oraz pakt #NATO to gwarant naszego bezpieczeństwa. Sojusznicy maj…,2892033969,2022-03-05T11:54:40.000Z,7,0,0,0
1500076837199831040,1500076837199831040,"RT @DzPolityczny: 🇺🇦🇷🇺 Ukraińscy rolnicy udzielają pomocy Rosjanom w ewakuacji uszkodzonego sprzętu
#Ukrainy  #Rosji #wojna #NATO  #Ukraine…",197175470,2022-03-05T11:52:42.000Z,1,0,0,0
1499889961696481280,1500075901152804866,"@AndrzejDuda @ZelenskyyUa Proszę powiedzieć chłopakom z #NATO , Prezydentowi @POTUS i #UE , żeby popatrzyli w przyszłość i powstrzymali Putina inaczej, niż odbieraniem jachtów jego kolegom. ""Spokojnie walczyć"" to można na PlayStation",1067884648754282497,2022-03-05T11:48:59.000Z,0,0,0,0
1500075893120712707,1500075893120712707,"❓Tak wygląda ewakuacja z Ukrainy 🇺🇦

Koleje Ukraińskie poinformowały:  Dziś, 26 lutego, ukraińskie wojsko wysadziło w powietrze wszystkie węzły kolejowe

#Ukrainy  #Rosji #wojna #NATO  #Ukraine #Ukraina #wojnanaukrainie #Ukraińców #Putina #Miłego https://t.co/PC1zJ2Ima3",2481635719,2022-03-05T11:48:57.000Z,0,0,0,0
1500075867422478340,1500075867422478340,"RT @USAmbPoland: Spotkałem się z Marszałek Sejmu @elzbietawitek, aby podziękować za potępienie rosyjskiej agresji przez #Sejm oraz za wszel…",2380691378,2022-03-05T11:48:51.000Z,31,0,0,0
1500075635091386370,1500075635091386370,"RT @Tash_Witk: Perła rosyjskiej armii - legendarne wojska powietrznodesantowe - okazały się wydmuszką, podobnie jak pozostałe rodzaje moski…",1207344325937582081,2022-03-05T11:47:56.000Z,180,0,0,0
1500075601629167616,1500075601629167616,RT @pisorgpl: Premier @MorawieckiM w #Rzeszów: Dzisiaj obecność wojsk #NATO na wschodniej flance jest bardzo kluczowa i rozległa. Mamy tera…,917089768017743873,2022-03-05T11:47:48.000Z,4,0,0,0
1500075086874882052,1500075086874882052,"RT @natematpl: Dlaczego #NATO nie zamknie nieba nad #Ukraina? Powód jest jeden

#NoFlyZoneOverUkraine 

https://t.co/qohOuVI1pQ",45897047,2022-03-05T11:45:45.000Z,1,0,0,0
1500074850911727621,1500074850911727621,RT @antylewus: #Scholz #WARINUKRAINE #Jedziemy #NATO #wieszwiecej @OlafScholz @Tysol @DoRzeczy_pl @AgaSiewiereniuk @michalrachon @AKlarenba…,1320461312649007107,2022-03-05T11:44:49.000Z,12,0,0,0
1500074827792764928,1500074827792764928,"RT @DavidDulb: A może #NATO powinno zaangażować  się w misję ochrony korytarzy humanitarnych. Skoro sowieci się na nie zgadzają, to niech N…",915310089749303296,2022-03-05T11:44:43.000Z,3,0,0,0
1500074095546884103,1500074095546884103,".@PremierRP po rozmowie z sekretarzem stanu USA @SecBlinken: 💬Zgadzamy się z koniecznością wzmocnienia flanki wschodniej #NATO 

Więcej: https://t.co/oV2Vhy3pdI #Blinken #ONZ #UkraineUnderAttaсk #StandWithUkraine️ #Gazprom @MorawieckiM https://t.co/j8Oz6d8S6E",193735706,2022-03-05T11:41:49.000Z,0,0,0,0
1500074019097300997,1500074019097300997,"Wideo ze #szpitala położniczego. #Matki z noworodkami też rozumieją, dlaczego #NATO nie może zamknąć przestrzeń powietrzną nad #Ukrainą…
 https://t.co/xcRfD6JIzA",746425608071155712,2022-03-05T11:41:30.000Z,0,0,0,0
1500073723696717828,1500073723696717828,"A może #NATO powinno zaangażować  się w misję ochrony korytarzy humanitarnych. Skoro sowieci się na nie zgadzają, to niech NATO je ochrania i w razie zagrożenia niech likwiduje to zagrożenie!",1494211568980180994,2022-03-05T11:40:20.000Z,3,2,5,0
1500073540510494720,1500073540510494720,"Dlaczego #NATO nie zamknie nieba nad #Ukraina? Powód jest jeden

#NoFlyZoneOverUkraine 

https://t.co/qohOuVI1pQ",493172275,2022-03-05T11:39:36.000Z,1,0,5,0
1500071837383933952,1500071837383933952,"🇺🇦🇷🇺 Ukraińscy rolnicy udzielają pomocy Rosjanom w ewakuacji uszkodzonego sprzętu
#Ukrainy  #Rosji #wojna #NATO  #Ukraine #Ukraina #wojnanaukrainie #Ukraińców #Putina #Miłego https://t.co/P8ctociID5",2481635719,2022-03-05T11:32:50.000Z,1,1,0,0
1500071767955628032,1500071767955628032,"Premier RP @MorawieckiM podczas konferencji po rozmowie z Sekretarzem Stanu #USA @SecBlinken : 
- rozmowy dotyczyły wzmocnienia wschodniej flanki #NATO 
- zamrożenia aktywów, aby sankcje były szczelne 
- rozmowy dotyczyły szczytu Rady Europejskiej w Paryżu 
#wojna2022",922835045437575168,2022-03-05T11:32:34.000Z,0,0,0,0
1500071347212505089,1500071347212505089,"RT @TomaszZiemann: #NATO zacznijcie działać, każda chwila opóźnienia to Życie 🇺🇦",2802324369,2022-03-05T11:30:53.000Z,1,0,0,0
1500071189154353153,1500071189154353153,"#NATO zacznijcie działać, każda chwila opóźnienia to Życie 🇺🇦 https://t.co/yxr3JSOSWn",2149860789,2022-03-05T11:30:16.000Z,1,0,1,0
1500070787688054785,1500070787688054785,RT @MichalSzczerba: Rosji trzeba wypowiedzieć totalną wojnę dyplomatyczną i finansową. Wzywamy państwa członkowskie #NATO do przekazania ar…,1321962492294254592,2022-03-05T11:28:40.000Z,63,0,0,0
