text,conversation_id,id,created_at,author_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count
"💛💙A Ty 👇 oddałeś już wszystkie swoje oszczędności na rzecz Ukrainy🇺🇦🇺🇦🇺🇦? 
Jeśli nie, to ‼️‼️‼️WSTYDŹ SIĘ‼️‼️‼️
"🇺🇦🇷🇺 Ukraińscy rolnicy udzielają pomocy Rosjanom w ewakuacji uszkodzonego sprzętu
#Ukrainy  #Rosji #wojna #NATO  #Ukraine #Ukraina #wojnanaukrainie #Ukraińców #Putina #Miłego https://t.co/P8ctociID5",1500071837383933952,1500071837383933952,2022-03-05T11:32:50.000Z,2481635719,0,1,0,0
"Premier RP @MorawieckiM podczas konferencji po rozmowie z Sekretarzem Stanu #USA @SecBlinken : 
- rozmowy dotyczyły wzmocnienia wschodniej flanki #NATO 
- zamrożenia aktywów, aby sankcje były szczelne 
- rozmowy dotyczyły szczytu Rady Europejskiej w Paryżu 
#wojna2022",1500071767955628032,1500071767955628032,2022-03-05T11:32:34.000Z,922835045437575168,0,0,0,0
"RT @TomaszZiemann: #NATO zacznijcie działać, każda chwila opóźnienia to Życie 🇺🇦",1500071347212505089,1500071347212505089,2022-03-05T11:30:53.000Z,2802324369,1,0,0,0
"#NATO zacznijcie działać, każda chwila opóźnienia to Życie 🇺🇦 https://t.co/yxr3JSOSWn",1500071189154353153,1500071189154353153,2022-03-05T11:30:16.000Z,2149860789,1,0,1,0
RT @MichalSzczerba: Rosji trzeba wypowiedzieć totalną wojnę dyplomatyczną i finansową. Wzywamy państwa członkowskie #NATO do przekazania ar…,1500070787688054785,1500070787688054785,2022-03-05T11:28:40.000Z,1321962492294254592,63,0,0,0
#Chiny Szykują Atak na #Tajwan? Wykorzystają Wojnę na Ukrainie? - Ator i L... https://t.co/3qme4oaN7k przez @YouTube #Geopolityka #Ukraina #USA #NATO #Rosja,1500070415351300098,1500070415351300098,2022-03-05T11:27:11.000Z,947094951459946496,0,0,0,0
"Premier @MorawieckiM w #Rzeszów: Zjednoczona i silna Europa oraz pakt #NATO to gwarant naszego bezpieczeństwa. Sojusznicy mają takie samo założenie, bo bezpieczeństwo i niepodległość każdego kraju są dzisiaj absolutnym priorytetem. https://t.co/XylRYbyob1",1500070393905876997,1500070393905876997,2022-03-05T11:27:06.000Z,826131532217798658,0,0,0,0
"Premier @MorawieckiM w #Rzeszów: Zjednoczona i silna Europa oraz pakt #NATO to gwarant naszego bezpieczeństwa. Sojusznicy mają takie samo założenie, bo bezpieczeństwo i niepodległość każdego kraju są dzisiaj absolutnym priorytetem.",1500070276922499073,1500070276922499073,2022-03-05T11:26:38.000Z,15877628,3,28,19,1
"Premier @MorawieckiM w #Rzeszów: Tylko jako zjednoczona i silna Europa oraz pakt #NATO - to gwarant naszego bezpieczeństwa. Sojusznicy mają takie samo założenie bo bezpieczeństwo i niepodległość każdego kraju, jest dzisiaj absolutnym priorytetem. https://t.co/cCXp4uJqIM",1500069437583544322,1500069437583544322,2022-03-05T11:23:18.000Z,826131532217798658,0,0,0,0
"RT @pisorgpl: Mininster @MON_GOV_PL @mblaszczak w #Warszawa: Musimy pamiętać,że jesteśmy w #NATO,ale jednocześnie musimy mieć świadomość, ż…",1500068651499765766,1500068651499765766,2022-03-05T11:20:11.000Z,988314438490083328,10,0,0,0
RT @pisorgpl: Premier @MorawieckiM w #Rzeszów: Dzisiaj obecność wojsk #NATO na wschodniej flance jest bardzo kluczowa i rozległa. Mamy tera…,1500068466027548679,1500068466027548679,2022-03-05T11:19:26.000Z,713048482622341120,3,0,0,0
"Premier @MorawieckiM w #Rzeszów: Dzisiaj obecność wojsk #NATO na wschodniej flance jest bardzo kluczowa i rozległa. Mamy teraz 10 tys. żołnierzy amerykańskich, a będzie ich jeszcze więcej. https://t.co/UvQbAgQgvT",1500067281799426049,1500067281799426049,2022-03-05T11:14:44.000Z,826131532217798658,0,0,1,0
