id,created_at,conversation_id,text,author_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count
1499452057010454538,2022-03-03T18:30:03.000Z,1499452057010454538,"RT @5SOS__Polska: Cześć @4_fun_tv, czy moglibyśmy zobaczyć na Państwa stacji najnowszy utwór zespołu 5 Seconds Of Summer - #CompleteMess?",874658116876546052,5,0,0,0
1499463748813213699,2022-03-03T19:16:31.000Z,1499463748813213699,RT @tyczynski_k: ❗️Poroszenko w TVN24: Wg. danych wywiadowczych Putin planuje wybudować w Ukrainie obóz koncentracyjny na wzór tych wybudow…,2563921008,3,0,0,0
1499463728298868741,2022-03-03T19:16:26.000Z,1499463728298868741,"RT @Grejfruciara: Porzucony Pancyr-S1, średnia wartość to ok. 13 mln dolarów za sztukę.

A ruskie takiego porzucili w polu. 🤣
#UkraineRussi…",2563921008,1,0,0,0
1499463644970631171,2022-03-03T19:16:06.000Z,1499463644970631171,"RT @tyczynski_k: Poroszenko w TVN24: Rosjanie zabili burmistrza miasta Hostomel. 
#wojna #UkraineRussianWar",2563921008,3,0,0,0
1499463539232227328,2022-03-03T19:15:41.000Z,1499463539232227328,"RT @Patrf2: Ta różnica strojów, mówi wiele..
#wojna #wojnaukraina #Ukraina #UkraineRussianWar",2563921008,2,0,0,0
1499463464930189321,2022-03-03T19:15:23.000Z,1499463464930189321,"RT @JanuszSibora: W trakcie negocjacji ustalono, że będą korytarze humanitarne. Na szczegóły należy poczekać. #UkraineRussianWar https://t.…",2563921008,1,0,0,0
1499463404205060099,2022-03-03T19:15:08.000Z,1499463404205060099,"Proszę o kontakt również osoby, które znają języki i są w stanie pomóc w ewentualnym bezpośrednim dogadaniu się po stronie Ukraińskiej. 
#AnimalsOfUkraine #animals #helpforanimals #help #UkraineRussianWar #WARINUKRAINE https://t.co/hvF0ZEnOaF",1292516338574012425,0,0,0,0
1499463330498596869,2022-03-03T19:14:51.000Z,1499463330498596869,RT @pola_wilk: Za to Putin i ruscy żołnierze będą odpowiadać i poniosą karę. Ojciec żegna syna w szpitalu w Mariupolu na Ukrainie 2 marca 2…,811710166995439616,187,0,0,0
1499463322617454596,2022-03-03T19:14:49.000Z,1499463322617454596,"RT @Wencu515: Europejski urzędnik wywiadu poinformował, że Federalna Służba Bezpieczeństwa opracowała plan publicznych egzekucji po przejęc…",2563921008,7,0,0,0
1499463205214642186,2022-03-03T19:14:21.000Z,1499463205214642186,"RT @JaswilRKO: Śmieszne momenty 
-rosjanie napierdalaja to do pomnika 
-rosjanie przychodzący na posterunek ukraiński po paliwo 
-romowie z…",2563921008,1,0,0,0
1499463100067680261,2022-03-03T19:13:56.000Z,1499463100067680261,RT @rrobertn: 🔴 Wątek o rosyjskich spadochroniarzach... daję od środka... polecam. #UkraineRussianWar  👇🏻,2563921008,3,0,0,0
1499463658795159558,2022-03-03T19:16:09.000Z,1499463658795159558,"RT @imxdejw: Niepełnosprawni Ukraińcy przygotowują koktajle Molotova &lt;3 
#ukrainian #ukraina #poland #wojna #war #stopputinnow https://t.co…",1320923933781143555,18,0,0,0
1499463603698778120,2022-03-03T19:15:56.000Z,1499463603698778120,"Rosja ma zagrać sparing z Rosją U-21 w miejscu meczu z Polską. REL.
#putin #rosja #ukraina #wojna #stopputinnow #polska #zelenski #nato",3558765269,1,0,1,0
1499463534526275585,2022-03-03T19:15:39.000Z,1499463534526275585,"Aganist The West #AgainstTheWest

Część czwarta białoruskich państwowych mediów CTV i kilka innych agencji rządowych/korporacji państwowych jest już upubliczniona.

Pobierz: https://t.co/LnnBu4Nskx…

#Ukriane #FreeUkraine #OpRussia 
#StopPutin #StopPutinNOW #UkraineUnderAttack",1498762026964897798,0,0,0,0
1499463488271486976,2022-03-03T19:15:28.000Z,1499463488271486976,"RT @Ecology_now: Wieś Jakowliwka w obwodzie Charkowskim. Ponad 30 budynków zniszczonych...

Putin niszczy Ukrainę jak Hitler w 1941...
#Put…",2372653615,4,0,0,0
1499463446882144261,2022-03-03T19:15:19.000Z,1499463446882144261,#StopPutinNOW NaziStadtUkrania https://t.co/HI5DKZX7Ni,1472269643041710084,0,0,0,0
1499463209576804352,2022-03-03T19:14:22.000Z,1499463209576804352,"RT @PSamorzadowy: Stolica zrywa umowy partnerskie z Rosją. Radni @warszawa zadeklarowali też pomoc finansową dla Kijowa.
#WojnaWUkrainie #P…",3087169966,1,0,0,0
1499463201175617538,2022-03-03T19:14:20.000Z,1499463201175617538,"RT @Gambrinus20: @TelewizjaPolsat @PolsatNewsPL 
Niby nic, ale moglibyście zmienić kolory tych pasków informacyjnych układających się w fla…",744817175228121088,1,0,0,0
1499463149426294791,2022-03-03T19:14:08.000Z,1499463149426294791,"Generał Mieczysław Bieniek: putinowski reżim liczy się ze stratami po swojej stronie w ilości zabitych na poziomie 50.000 ludzi ‼️
Życie nie ma dla niego znaczenia. Niczyje poza jego własnym.
To zbrodniarz wojenny. Terrorysta.
#StopPutinNOW #SlavaUkraini #StandWithUkraine https://t.co/16PeKRnqCq",1171464014666162180,1,0,7,0
1499463063032016899,2022-03-03T19:13:47.000Z,1499463063032016899,"RT @FlashNewsPoland: ❗️Cztery rosyjskie myśliwce naruszyły dziś przestrzeń powietrzną Szwecji
#wojna #Kyiv #StopPutinNOW #Ukraine
.
Źródło:…",2856460175,4,0,0,0
1499449332294045697,2022-03-03T18:19:13.000Z,1499449332294045697,"z racji 3 rocznicy txt powiedzcie mi kto był waszym pierwszym biasem po wyjściu crown??
#3ShiningYearsWithTXT https://t.co/GthjvrGffY",1443291477552082946,0,11,6,1
1499447256554090509,2022-03-03T18:10:59.000Z,1499447256554090509,"#3ShiningYearsWithTXT
Nie mogę uwierzyć że te 3 lata tak szybko zleciały. Ostatnie 2 lata nie należały do łatwych pod względem tego co działo się na świecie więc bardzo się cieszę że miałam txt u swojego boku w tym czasie 💙💙💙 https://t.co/ojVZoLkWXc",2273402426,0,0,1,0
1499447030778900486,2022-03-03T18:10:05.000Z,1499447030778900486,"ja nadal nie mogę uwierzyć że to już 3 lata, przecież dopiero co uciekałam na angielskim do kibla żeby obejrzeć te wszystkie teaserowe filmiki i debiut 
#삼년동안_함께_써온_교환일기️ #3ShiningYearsWithTXT https://t.co/kerq0su7IN",1292923811931856896,0,0,0,0
1499442950044016640,2022-03-03T17:53:52.000Z,1499442950044016640,Taka prawda #3ShiningYearsWithTXT https://t.co/8ooPgU6U2M,1348712312081952770,0,0,2,0
1499441712497893376,2022-03-03T17:48:57.000Z,1499441712497893376,"aaaaa 3 lata mają dzieciaki, god they make me so happy :(( #3ShiningYearsWithTXT",892429151063470084,0,0,1,0
1499439987032567824,2022-03-03T17:42:05.000Z,1499439987032567824,"JAJZKAJJZKSJAJZJSAJAJJA

#3ShiningYearsWithTXT
MOA PROD CONTENT MEETING
#3년동안_함께_써온_교환일기️
@TXT_members @TXT_bighit https://t.co/Ci0bKekOB8",1259689451644739588,0,0,1,0
1499439651148505089,2022-03-03T17:40:45.000Z,1499439651148505089,"Kocham ich najmnocniej 
 #삼년동안_함께_써온_교환일기️
#3ShiningYearsWithTXT https://t.co/X21vQkuy35",1498399860197834757,0,0,4,0
1499439080387616768,2022-03-03T17:38:29.000Z,1499439080387616768,"what jakie trzy lata skoro dopiero co armaty rozpracowały z kodu html na stronie bh że nadciąga nowa grupa o nazwie ""tomorrow by together"" #3ShiningYearsWithTXT",461226072,0,0,19,0
1499437263297687558,2022-03-03T17:31:16.000Z,1499437263297687558,"RT @TXTPoland: WEVERSE || 220304 #HUENINGKAI

""Co macie na myśli mówiąc, że minęły już 3 lata od momentu, gdy spotkaliśmy MOA... Hueningie…",1244696767872016387,5,0,0,0
1499436192181493760,2022-03-03T17:27:01.000Z,1499436192181493760,3 latka dzieciaki mają #3ShiningYearsWithTXT https://t.co/PBql5jvhnT,1403094223566561284,0,0,4,0
1499456659349020692,2022-03-03T18:48:20.000Z,1499456659349020692,"Morawiecki jak ""Merkel Herzllich !"" willkommen załatwił globalistom NWO otwarcie granicy bez odpowiedniej kontroli ! Aresztować Morawieckiego !
#Polska #Przemyślu #granica #PatroleObywatelskie https://t.co/pZKdHOghRm",1106024738810486786,0,0,2,0
1499435717290000388,2022-03-03T17:25:07.000Z,1499435717290000388,#sondaz - czy DWA MILIONY LUDZI wystarczy ? #granica #Przemyślu #Przemyśl #PatroleObywatelskie #wojnanaukrainie #Medyka https://t.co/fwjpRa8t1E,1106024738810486786,0,0,0,0
1499417842424418310,2022-03-03T16:14:06.000Z,1499417842424418310,"Współczuje Ukrainie, ciekawe kiedy przyjdzie czas na Polskę #Przemyślu #wojna #WojnaWUkrainie #wojna",1113097092824752130,0,2,1,0
1499406835379580929,2022-03-03T15:30:21.000Z,1499406835379580929,Czy napad ma Ukraińców w #Przemyślu to prawda czy fake?,1149354565,0,0,0,0
1499392654265569284,2022-03-03T14:34:00.000Z,1499392654265569284,Czy @tvn24 może przestać nadawać 24h na dobę tych wiadomości z Ukrainy i pokazać co się dzieje w naszym kraju na wschodniej granicy. #Ukraińcy #Przemyślu #przemyśl #uchodźcy,1347812275407757312,0,0,1,0
1499367865882927106,2022-03-03T12:55:30.000Z,1499367865882927106,Patrzcie komu pomagacie ! #Ukriane #Przemyślu #StopPutinNOW https://t.co/jJoAEFpcpe,1497160087751831559,0,0,0,0
1499342634418065408,2022-03-03T11:15:15.000Z,1499342634418065408,"@gazeta_wyborcza
 kiedy ukaże się wywiad ze studentem z Kijowa Jackem Hugo-Baderem, zaatakowanym przez Podkarpackich Kibiców?

#Przemyślu https://t.co/kX8nTlSwJ0",1234075975501172736,0,0,0,0
1499276954608013314,2022-03-03T06:54:15.000Z,1499276954608013314,"RT @WTumanowicz: Hinduscy studenci z Ukrainy, którzy trafili do Polski, właśnie wracają do Indii. Czy w #Przemyślu zostali ich koledzy?

 h…",1497136437619220528,42,0,0,0
1499273722162819072,2022-03-03T06:41:25.000Z,1499273722162819072,‼️ Polacy? Ktoś coś? #Polacy #Przemyślu #Studenci #Ukraińcy #PolandFirstToHelp https://t.co/dLlHm7MvhE,988093061094879233,0,0,0,0
1497710005830750213,2022-02-26T23:07:46.000Z,1497710005830750213,RT @Loczas: @Fryta_90 @mblaszczak Przecież było potajemnie! #Akcja przekazania amunicji się w pełni udała to teraz nie ma najmniejszych prz…,1193091099302215680,1,0,0,0
1497283853035130883,2022-02-25T18:54:23.000Z,1497258005955547143,@Fryta_90 @mblaszczak Przecież było potajemnie! #Akcja przekazania amunicji się w pełni udała to teraz nie ma najmniejszych przeszkód by o tym #pisać w mediach.,473406041,1,1,4,0
